Word	Simplified	Traditional	Frequency	Pinyin	Definition
綱	纲	綱	0	gāng	1. head rope of a fishing net; 2. guiding principle; 3. key link; 4. class (taxonomy); 5. outline; 6. program
線	线	線	0	xiàn	1. thread; 2. string; 3. wire; 4. line; 5. (after a number) tier (unofficial ranking of a Chinese city)
縛	缚	縛	0	fù	1. to bind; 2. to tie; 3. Taiwan pr. [fu2]
縮	缩	縮	0	suō	1. to withdraw; 2. to pull back; 3. to contract; 4. to shrink; 5. to reduce; 6. abbreviation; 7. also pr. [su4]
縱	纵	縱	0	zòng	1. vertical; north-south (Taiwan pr. [zong1]); 2. from front to back; longitudinal; lengthwise (Taiwan pr. [zong1]); 3. military unit corresponding to an army corps (Taiwan pr. [zong1]); 4. (bound form) to release (a captive); 5. to indulge; 6. to leap up; 7. (literary) even if
緐	繁	緐	0	fán	1. old variant of 繁[fan2]; 2. complicated; 3. many; 4. in great numbers; 5. abbr. for 繁體|繁体[fan2 ti3], traditional form of Chinese characters
繁	繁	繁	0	pó	1. surname Po
織	织	織	0	zhī	1. to weave; 2. to knit
繞	绕	繞	0	rào	1. to wind; 2. to coil (thread); 3. to rotate around; 4. to spiral; 5. to move around; 6. to go round (an obstacle); 7. to by-pass; 8. to make a detour; 9. to confuse; 10. to perplex
繼	继	繼	0	jì	1. to continue; 2. to follow after; 3. to go on with; 4. to succeed; 5. to inherit; 6. then; 7. afterwards
續	续	續	0	xù	1. to continue; 2. to replenish
糺	纠	糺	0	jiū	1. old variant of 糾|纠[jiu1]; 2. to gather together; 3. to investigate; 4. to entangle; 5. to correct
綫	线	綫	0	xiàn	1. variant of 線|线[xian4]; 2. thread; 3. string; 4. wire; 5. line; 6. (after a number) tier (unofficial ranking of a Chinese city)
繞	绕	繞	0	rào	1. to wind; 2. to coil (thread); 3. to rotate around; 4. to spiral; 5. to move around; 6. to go round (an obstacle); 7. to by-pass; 8. to make a detour; 9. to confuse; 10. to perplex; 11. variant of 繞|绕[rao4], to rotate around
罕	罕	罕	0	hǎn	1. rare
羅	罗	羅	0	luó	1. surname Luo
羅	罗	羅	0	luó	1. gauze; 2. to collect; 3. to gather; 4. to catch; 5. to sift
罰	罚	罰	0	fá	1. to punish; to penalize; to fine; 2. variant of 罰|罚[fa2]
罰	罚	罰	0	fá	1. to punish; to penalize; to fine
羞	羞	羞	0	xiū	1. shy; 2. ashamed; 3. shame; 4. bashful; 5. variant of 饈|馐[xiu1]; 6. delicacies
羨	羡	羨	0	xiàn	1. to envy
翁	翁	翁	0	wēng	1. surname Weng
翁	翁	翁	0	wēng	1. elderly man; 2. father; 3. father-in-law; 4. neck feathers of a bird (old)
攷	考	攷	0	kǎo	1. to beat; 2. to hit; 3. variant of 考[kao3]; 4. to inspect; 5. to test; 6. to take an exam; 7. to check; 8. to verify; 9. to examine; 10. to take an entrance exam for; 11. deceased father
耐	耐	耐	0	nài	1. (bound form) to bear; to endure; to withstand
畊	耕	畊	0	gēng	1. variant of 耕[geng1]; 2. to plow; 3. to till
耷	耷	耷	0	dā	1. (literary) big ears; 2. (bound form) to droop
聳	耸	聳	0	sǒng	1. to excite; 2. to raise up; 3. to shrug; 4. high; 5. lofty; 6. towering
耽	耽	耽	0	dān	1. to indulge in; 2. to delay; 3. variant of 耽[dan1]
職	职	職	0	zhí	1. office; 2. duty
聯	联	聯	0	lián	1. (bound form) to ally oneself with; to unite; to combine; to join; 2. (bound form) (poetry) antithetical couplet
聰	聪	聰	0	cōng	1. (literary) acute (of hearing); 2. (bound form) clever; intelligent; sharp
肅	肃	肅	0	sù	1. surname Su
肅	肃	肅	0	sù	1. respectful; 2. solemn; 3. to eliminate; 4. to clean up
肆	肆	肆	0	sì	1. four (banker's anti-fraud numeral); 2. unrestrained; 3. wanton; 4. (literary) shop
肌	肌	肌	0	jī	1. (bound form) flesh; muscle
腸	肠	腸	0	cháng	1. intestines; 2. old variant of 腸|肠[chang2]
肢	肢	肢	0	zhī	1. limb
膚	肤	膚	0	fū	1. skin
肩	肩	肩	0	jiān	1. shoulder; 2. to shoulder (responsibilities etc)
骯	肮	骯	0	āng	1. used in 骯髒|肮脏[ang1 zang1]
肎	肯	肎	0	kěn	1. old variant of 肯[ken3]; 2. to agree; to consent; 3. to be willing to
脅	胁	脅	0	xié	1. flank (the side of one's torso); 2. to coerce; 3. to threaten; 4. variant of 脅|胁[xie2]
膽	胆	膽	0	dǎn	1. gall bladder; 2. courage; 3. guts; 4. gall; 5. inner container (e.g. bladder of a football, inner container of a thermos)
胎	胎	胎	0	tāi	1. fetus; 2. classifier for litters (of puppies etc); 3. padding (in clothing or bedding); 4. womb carrying a fetus; 5. (fig.) origin; 6. source; 7. (loanword) tire
胞	胞	胞	0	bāo	1. placenta; 2. womb; 3. born of the same parents
肐	胳	肐	0	gē	1. variant of 胳[ge1]; 2. armpit
胳	胳	胳	0	gā	1. used in 胳肢窩|胳肢窝[ga1 zhi5 wo1]
胳	胳	胳	0	gé	1. used in 胳肢[ge2 zhi5]
膠	胶	膠	0	jiāo	1. to glue; 2. glue; 3. gum; 4. rubber
胷	胸	胷	0	xiōng	1. variant of 胸[xiong1]; 2. chest; 3. bosom; 4. heart; 5. mind; 6. thorax
脅	胁	脅	0	xié	1. flank (the side of one's torso); 2. to coerce; 3. to threaten
脃	脆	脃	0	cuì	1. old variant of 脆[cui4]; 2. brittle; 3. fragile; 4. crisp; 5. crunchy; 6. clear and loud voice; 7. neat
脖	脖	脖	0	bó	1. neck
脫	脱	脫	0	tuō	1. to shed; 2. to take off; 3. to escape; 4. to get away from
脾	脾	脾	0	pí	1. spleen
腐	腐	腐	0	fǔ	1. decay; 2. rotten
腑	腑	腑	0	fǔ	1. internal organs
腕	腕	腕	0	wàn	1. wrist; 2. (squid, starfish etc) arm
腮	腮	腮	0	sāi	1. cheek; 2. variant of 腮[sai1]
腸	肠	腸	0	cháng	1. intestines
腹	腹	腹	0	fù	1. abdomen; 2. stomach; 3. belly
膩	腻	膩	0	nì	1. greasy; 2. soft; 3. unctuous; 4. intimate; 5. tired of
膊	膊	膊	0	bó	1. shoulder; 2. upper arm
厀	膝	厀	0	xī	1. old variant of 膝[xi1]; 2. knee
臟	脏	臟	0	zàng	1. viscera; 2. (anatomy) organ
緻	致	緻	0	zhì	1. (bound form) fine; delicate; exquisite; 2. (literary) to send; to transmit; to convey; 3. (bound form) to cause; to lead to; consequently
舌	舌	舌	0	jī	1. used in 喇舌[la3 ji1] to transcribe the Taiwanese word for "tongue"
舌	舌	舌	0	shé	1. tongue
舒	舒	舒	0	shū	1. surname Shu
舒	舒	舒	0	shū	1. to stretch; 2. to unfold; 3. to relax; 4. leisurely
舞	舞	舞	0	wǔ	1. to dance; 2. to wield; 3. to brandish
舟	舟	舟	0	zhōu	1. boat
般	般	般	0	bān	1. sort; 2. kind; 3. class; 4. way; 5. manner
般	般	般	0	bō	1. used in 般若[bo1 re3]
般	般	般	0	pán	1. see 般樂|般乐[pan2 le4]
良	良	良	0	liáng	1. good; 2. very; 3. very much
艱	艰	艱	0	jiān	1. difficult; 2. hard; 3. hardship
藝	艺	藝	0	yì	1. skill; 2. art
蘆	芦	蘆	0	lú	1. rush; 2. reed; 3. Phragmites communis
葦	苇	葦	0	wěi	1. reed; 2. rush; 3. Phragmites communis
蒼	苍	蒼	0	cāng	1. surname Cang
蒼	苍	蒼	0	cāng	1. dark blue; 2. deep green; 3. ash-gray
囌	苏	囌	0	sū	1. used in 嚕囌|噜苏[lu1 su1]; 2. variant of 蘇|苏[su1]; 3. to revive; 4. Perilla frutescens (Chinese basil or wild red basil); 5. place name; 6. used as phonetic in transliteration; 7. old variant of 蘇|苏[su1]
蘇	苏	蘇	0	sū	1. surname Su; 2. abbr. for Soviet Union 蘇維埃|苏维埃[Su1 wei2 ai1] or 蘇聯|苏联[Su1 lian2]; 3. abbr. for Jiangsu 江蘇|江苏[Jiang1 su1]; 4. abbr. for Suzhou 蘇州|苏州[Su1 zhou1]
英	英	英	0	yīng	1. United Kingdom; 2. British; 3. England; 4. English; 5. abbr. for 英國|英国[Ying1 guo2]
英	英	英	0	yīng	1. hero; 2. outstanding; 3. excellent; 4. (literary) flower; 5. blossom
范	范	范	0	fàn	1. surname Fan
荷	荷	荷	0	hé	1. Holland; the Netherlands (abbr. for 荷蘭|荷兰[He2 lan2])
荷	荷	荷	0	hé	1. lotus
荷	荷	荷	0	hè	1. to carry on one's shoulder or back; 2. burden; 3. responsibility
莊	庄	莊	0	zhuāng	1. farmstead; 2. village; 3. manor; 4. place of business; 5. banker (in a gambling game); 6. grave or solemn; 7. holdings of a landlord (in imperial China)
莫	莫	莫	0	mò	1. surname Mo
莫	莫	莫	0	mò	1. do not; 2. there is none who
蓮	莲	蓮	0	lián	1. lotus
獲	获	獲	0	huò	1. (literary) to catch; to capture; 2. (literary) to get; to obtain; to win; 3. (bound form) to reap; to harvest
菌	菌	菌	0	jūn	1. germ; 2. bacteria; 3. fungus; 4. mold; 5. Taiwan pr. [jun4]
菌	菌	菌	0	jùn	1. mushroom
菜	菜	菜	0	cài	1. vegetable; greens (CL:棵[ke1]); 2. dish (of food) (CL:樣|样[yang4],道[dao4],盤|盘[pan2]); 3. (of one's skills etc) weak; poor; 4. (coll.) (one's) type
菩	菩	菩	0	pú	1. used in 菩薩|菩萨[pu2 sa4]; 2. used in 菩提[pu2 ti2]
螢	萤	螢	0	yíng	1. firefly; 2. glow-worm
薩	萨	薩	0	sà	1. surname Sa
薩	萨	薩	0	sà	1. used in 菩薩|菩萨[pu2 sa4]; 2. used in transliteration
葫	葫	葫	0	hú	1. used in 葫蘆|葫芦[hu2 lu5]
蒂	蒂	蒂	0	dì	1. stem (of fruit); 2. variant of 蒂[di4]
蓬	蓬	蓬	0	péng	1. surname Peng
蓬	蓬	蓬	0	péng	1. fleabane (family Asteraceae); 2. disheveled; 3. classifier for luxuriant plants, smoke, ashes, campfires: clump, puff
蔬	蔬	蔬	0	shū	1. vegetables
蕾	蕾	蕾	0	lěi	1. bud
蘇	苏	蘇	0	sū	1. Perilla frutescens (Chinese basil or wild red basil); 2. place name; 3. to revive; 4. used as phonetic in transliteration
虎	虎	虎	0	hǔ	1. tiger
虔	虔	虔	0	qián	1. to act with reverence; 2. reverent
虛	虚	虛	0	xū	1. emptiness; 2. void; 3. abstract theory or guiding principles; 4. empty or unoccupied; 5. diffident or timid; 6. false; 7. humble or modest; 8. (of health) weak; 9. virtual; 10. in vain
虞	虞	虞	0	yú	1. surname Yu
虞	虞	虞	0	yú	1. (literary) to expect; to anticipate; 2. (literary) to be concerned about; to be apprehensive; 3. (literary) to deceive; to dupe
虫	虫	虫	0	chóng	1. variant of 蟲|虫[chong2]; 2. lower form of animal life, including insects, insect larvae, worms and similar creatures; 3. (fig.) person with a particular undesirable characteristic
雖	虽	雖	0	suī	1. although; 2. even though
蟻	蚁	蟻	0	yǐ	1. ant
螞	蚂	螞	0	mā	1. used in 螞螂|蚂螂[ma1 lang2]
螞	蚂	螞	0	mǎ	1. used in 螞蟥|蚂蟥[ma3 huang2]; 2. used in 螞蟻|蚂蚁[ma3 yi3]
螞	蚂	螞	0	mà	1. used in 螞蚱|蚂蚱[ma4 zha5]
蚊	蚊	蚊	0	wén	1. mosquito; 2. old variant of 蚊[wen2]
蠅	蝇	蠅	0	yíng	1. fly; 2. musca
螺	螺	螺	0	luó	1. spiral shell; 2. snail; 3. conch
蟲	虫	蟲	0	chóng	1. lower form of animal life, including insects, insect larvae, worms and similar creatures; 2. (fig.) person with a particular undesirable characteristic
蝡	蠕	蝡	0	rú	1. variant of 蠕[ru2]; 2. to squirm; 3. to wiggle; 4. to wriggle; 5. Taiwan pr. [ruan3]
衍	衍	衍	0	yǎn	1. to spread out; 2. to develop; 3. to overflow; 4. to amplify; 5. superfluous
街	街	街	0	jiē	1. street
衡	衡	衡	0	héng	1. to weigh; 2. weight; 3. measure
衣	衣	衣	0	yī	1. clothes; 2. Kangxi radical 145
衣	衣	衣	0	yì	1. to dress; 2. to wear; 3. to put on (clothes)
表	表	表	0	biǎo	1. exterior surface; 2. family relationship via females; 3. to show (one's opinion); 4. a model; 5. a table (listing information); 6. a form; 7. a meter (measuring sth); 8. watch (timepiece); 9. meter; gauge
袋	袋	袋	0	dài	1. pouch; 2. bag; 3. sack; 4. pocket
臝	裸	臝	0	luǒ	1. variant of 裸[luo3]; 2. naked
複	复	複	0	fù	1. to repeat; 2. to double; 3. to overlap; 4. complex (not simple); 5. compound; 6. composite; 7. double; 8. diplo-; 9. duplicate; 10. overlapping; 11. to duplicate
覆	复	覆	0	fù	1. variant of 復|复[fu4]; 2. to reply to a letter; 3. to cover; 4. to overflow; 5. to overturn; 6. to capsize
規	规	規	0	guī	1. compass; 2. a rule; 3. regulation; 4. to admonish; 5. to plan; 6. to scheme
覽	览	覽	0	lǎn	1. to look at; 2. to view; 3. to read
槼	规	槼	0	guī	1. variant of 規|规[gui1]; 2. compass; 3. a rule; 4. regulation; 5. to admonish; 6. to plan; 7. to scheme
觸	触	觸	0	chù	1. to touch; 2. to make contact with sth; 3. to stir up sb's emotions
計	计	計	0	jì	1. surname Ji
計	计	計	0	jì	1. to calculate; 2. to compute; 3. to count; 4. to regard as important; 5. to plan; 6. ruse; 7. meter; 8. gauge
討	讨	討	0	tǎo	1. to invite; 2. to provoke; 3. to demand or ask for; 4. to send armed forces to suppress; 5. to denounce or condemn; 6. to marry (a woman); 7. to discuss or study
訓	训	訓	0	xùn	1. to teach; to train; to admonish; 2. (bound form) instruction (from superiors); teachings; rule
訴	诉	訴	0	sù	1. to complain; 2. to sue; 3. to tell
診	诊	診	0	zhěn	1. to examine or treat medically
註	注	註	0	zhù	1. to annotate; to provide explanatory notes on a written text; 2. an annotation; an explanatory note; 3. (bound form) to put on record; to register
詐	诈	詐	0	zhà	1. to cheat; 2. to swindle; 3. to pretend; 4. to feign; 5. to draw sb out; 6. to try to extract information by deceit or bluff
評	评	評	0	píng	1. to discuss; 2. to comment; 3. to criticize; 4. to judge; 5. to choose (by public appraisal)
詞	词	詞	0	cí	1. word; 2. statement; speech; lyrics; 3. a form of lyric poetry, flourishing in the Song dynasty 宋朝[Song4 chao2] (CL:首[shou3])
詳	详	詳	0	xiáng	1. detailed; 2. comprehensive
誅	诛	誅	0	zhū	1. to put (a criminal) to death; 2. to punish
誌	志	誌	0	zhì	1. sign; 2. mark; 3. to record; 4. to write a footnote
誘	诱	誘	0	yòu	1. (literary) to induce; to entice
誠	诚	誠	0	chéng	1. (bound form) sincere; authentic; 2. (literary) really; truly
誹	诽	誹	0	fěi	1. slander
諦	谛	諦	0	dì	1. to examine; 2. truth (Buddhism)
諧	谐	諧	0	xié	1. (bound form) harmonious; 2. (bound form) humorous; 3. (literary) to reach agreement
諱	讳	諱	0	huì	1. to avoid mentioning; 2. taboo word; 3. name of deceased emperor or superior
諷	讽	諷	0	fěng	1. to satirize; 2. to mock; 3. to recite; 4. Taiwan pr. [feng4]
謀	谋	謀	0	móu	1. to plan; 2. to seek; 3. scheme
謂	谓	謂	0	wèi	1. surname Wei
謂	谓	謂	0	wèi	1. to speak; 2. to say; 3. to name; 4. to designate; 5. meaning; 6. sense
謊	谎	謊	0	huǎng	1. lies; 2. to lie
謝	谢	謝	0	xiè	1. surname Xie
謝	谢	謝	0	xiè	1. to thank; 2. (bound form) to apologize; 3. (bound form) to decline; to refuse; 4. (bound form) (of flowers, leaves etc) to wither
譏	讥	譏	0	jī	1. to ridicule
譜	谱	譜	0	pǔ	1. chart; 2. list; 3. table; 4. register; 5. score (music); 6. spectrum (physics); 7. to set to music
警	警	警	0	jǐng	1. to alert; 2. to warn; 3. police
議	议	議	0	yì	1. to comment on; 2. to discuss; 3. to suggest
愬	诉	愬	0	sù	1. variant of 訴|诉[su4]; 2. to complain; 3. to sue; 4. to tell
䛐	词	䛐	0	cí	1. old variant of 詞|词[ci2]; 2. word; 3. statement; speech; lyrics; 4. a form of lyric poetry, flourishing in the Song dynasty 宋朝[Song4 chao2] (CL:首[shou3])
荳	豆	荳	0	dòu	1. legume; pulse; bean; pea (CL:顆|颗[ke1],粒[li4]) (variant of 豆[dou4]); 2. legume; pulse; bean; pea (CL:顆|颗[ke1],粒[li4]); 3. (old) stemmed cup or bowl
豐	丰	豐	0	fēng	1. abundant; 2. plentiful; 3. fertile; 4. plump; 5. great
象	象	象	0	xiàng	1. elephant; 2. shape; 3. form; 4. appearance; 5. to imitate
豪	豪	豪	0	háo	1. grand; 2. heroic
貌	貌	貌	0	mào	1. (bound form) appearance; looks; outward form
負	负	負	0	fù	1. to bear; 2. to carry (on one's back); 3. to turn one's back on; 4. to be defeated; 5. negative (math. etc)
貢	贡	貢	0	gòng	1. surname Gong
貢	贡	貢	0	gòng	1. to offer tribute; 2. tribute; 3. gifts
貪	贪	貪	0	tān	1. to have a voracious desire for; 2. to covet; 3. greedy; 4. corrupt
貫	贯	貫	0	guàn	1. to pierce through; 2. to pass through; 3. to be stringed together; 4. string of 1000 cash
責	责	責	0	zé	1. duty; 2. responsibility; 3. to reproach; 4. to blame
貿	贸	貿	0	mào	1. commerce; 2. trade
資	资	資	0	zī	1. resources; 2. capital; 3. to provide; 4. to supply; 5. to support; 6. money; 7. expense
賞	赏	賞	0	shǎng	1. to bestow (a reward); 2. to give (to an inferior); 3. to hand down; 4. a reward (bestowed by a superior); 5. to appreciate (beauty)
賢	贤	賢	0	xián	1. worthy or virtuous person; 2. honorific used for a person of the same or a younger generation
賬	账	賬	0	zhàng	1. account; 2. bill; 3. debt
賴	赖	賴	0	lài	1. surname Lai; 2. (Tw) (coll.) LINE messaging app
賴	赖	賴	0	lài	1. to depend on; 2. to hang on in a place; 3. bad; 4. to renege (on promise); 5. to disclaim; 6. to rat (on debts); 7. rascally; 8. to blame; 9. to put the blame on
賺	赚	賺	0	zhuàn	1. to earn; 2. to make a profit
賺	赚	賺	0	zuàn	1. to cheat; 2. to swindle
贊	赞	贊	0	zàn	1. (bound form) to patronize; to support; to aid; 2. (bound form) to praise; to laud
贛	赣	贛	0	gàn	1. abbr. for Jiangxi Province 江西省[Jiang1 xi1 Sheng3]; 2. Gan River in Jiangxi Province 江西省[Jiang1 xi1 Sheng3]
賴	赖	賴	0	lài	1. to depend on; 2. to hang on in a place; 3. bad; 4. to renege (on promise); 5. to disclaim; 6. to rat (on debts); 7. rascally; 8. to blame; 9. to put the blame on; 10. variant of 賴|赖[lai4]
讃	赞	讃	0	zàn	1. variant of 讚|赞[zan4]; 2. (bound form) to praise; to laud (variant of 贊|赞[zan4]); 3. variant of 贊|赞[zan4]; 4. (bound form) to patronize; to support; to aid; 5. (bound form) to praise; to laud
灨	赣	灨	0	gàn	1. variant of 贛|赣[Gan4]; 2. abbr. for Jiangxi Province 江西省[Jiang1 xi1 Sheng3]; 3. Gan River in Jiangxi Province 江西省[Jiang1 xi1 Sheng3]
赦	赦	赦	0	shè	1. to pardon (a convict)
赫	赫	赫	0	hè	1. surname He
赫	赫	赫	0	hè	1. awe-inspiring; 2. abbr. for 赫茲|赫兹[he4 zi1], hertz (Hz)
趣	趣	趣	0	qù	1. interesting; 2. to interest
趾	趾	趾	0	zhǐ	1. toe
距	距	距	0	jù	1. to be at a distance of ... from; to be apart from; 2. (bound form) distance; 3. spur (on the leg of certain birds: gamecock, pheasant etc)
踐	践	踐	0	jiàn	1. to fulfill (a promise); 2. to tread; 3. to walk
踏	踏	踏	0	tā	1. see 踏實|踏实[ta1 shi5]
踏	踏	踏	0	tà	1. to tread; 2. to stamp; 3. to step on; 4. to press a pedal; 5. to investigate on the spot
蹈	蹈	蹈	0	dǎo	1. to tread on; 2. to trample; 3. to stamp; 4. to fulfill; 5. Taiwan pr. [dao4]
蹋	蹋	蹋	0	tà	1. to step on
蹟	迹	蹟	0	jì	1. (bound form) vestige; historical remains (variant of 跡|迹[ji4])
躲	躲	躲	0	duǒ	1. to hide; 2. to dodge; 3. to avoid
載	载	載	0	zǎi	1. to record in writing; 2. to carry (i.e. publish in a newspaper etc); 3. Taiwan pr. [zai4]; 4. year
載	载	載	0	zài	1. to carry; 2. to convey; 3. to load; 4. to hold; 5. to fill up; 6. and; 7. also; 8. as well as; 9. simultaneously
輔	辅	輔	0	fǔ	1. to assist; 2. to complement; 3. auxiliary
輩	辈	輩	0	bèi	1. lifetime; 2. generation; 3. group of people; 4. class; 5. classifier for generations; 6. (literary) classifier for people
輯	辑	輯	0	jí	1. to gather up; 2. to collect; 3. to edit; 4. to compile
輸	输	輸	0	shū	1. to lose; to be beaten; 2. (bound form) to transport; 3. (literary) to donate; to contribute; 4. (coll.) to enter (a password)
轎	轿	轎	0	jiào	1. sedan chair; 2. palanquin; 3. litter
辛	辛	辛	0	xīn	1. surname Xin
辛	辛	辛	0	xīn	1. (of taste) hot or pungent; 2. hard; 3. laborious; 4. suffering; 5. eighth in order; 6. eighth of the ten Heavenly Stems 十天干[shi2 tian1 gan1]; 7. letter "H" or Roman "VIII" in list "A, B, C", or "I, II, III" etc; 8. ancient Chinese compass point: 285°; 9. octa
辨	辨	辨	0	biàn	1. to distinguish; 2. to recognize
辯	辩	辯	0	biàn	1. to dispute; 2. to debate; 3. to argue; 4. to discuss
辰	辰	辰	0	chén	1. 5th earthly branch: 7-9 a.m., 3rd solar month (5th April-4th May), year of the Dragon; 2. ancient Chinese compass point: 120°
農	农	農	0	nóng	1. (bound form) agriculture
達	达	達	0	dá	1. surname Da
達	达	達	0	dá	1. to attain; 2. to reach; 3. to amount to; 4. to communicate; 5. eminent
邁	迈	邁	0	mài	1. to take a step; 2. to stride
迎	迎	迎	0	yíng	1. to welcome; to meet; 2. to forge ahead (esp. in the face of difficulties); to meet face to face
違	违	違	0	wéi	1. to disobey; 2. to violate; 3. to separate; 4. to go against
遲	迟	遲	0	chí	1. surname Chi
遲	迟	遲	0	chí	1. late; 2. delayed; 3. slow
迦	迦	迦	0	jiā	1. (phonetic sound for Buddhist terms)
廹	迫	廹	0	pò	1. variant of 迫[po4]; 2. to persecute; 3. to oppress; 4. embarrassed; 5. to force; 6. to compel; 7. to approach or go towards; 8. urgent; 9. pressing
迫	迫	迫	0	pǎi	1. used in 迫擊炮|迫击炮[pai3 ji1 pao4]
述	述	述	0	shù	1. (bound form) to state; to tell; to narrate; to relate
迸	迸	迸	0	bèng	1. to burst forth; 2. to spurt; 3. to crack; 4. split
跡	迹	跡	0	jì	1. (bound form) trace; mark; vestige; clue; 2. Taiwan pr. [ji1]; 3. (bound form) vestige; historical remains (variant of 跡|迹[ji4]); 4. variant of 跡|迹[ji4]
适	适	适	0	kuò	1. see 李适[Li3 Kuo4]
適	适	適	0	shì	1. surname Shi
適	适	適	0	shì	1. to fit; 2. suitable; 3. proper; 4. just (now); 5. comfortable; 6. well; 7. to go; 8. to follow or pursue
逃	逃	逃	0	táo	1. to escape; 2. to run away; 3. to flee
逆	逆	逆	0	nì	1. contrary; 2. opposite; 3. backwards; 4. to go against; 5. to oppose; 6. to betray; 7. to rebel
遜	逊	遜	0	xùn	1. to abdicate; 2. modest; 3. yielding; 4. unpretentious; 5. inferior to; 6. (slang) to suck
逐	逐	逐	0	zhú	1. (bound form) to pursue; to chase; to drive away; 2. one by one; individually
途	途	途	0	tú	1. way; 2. route; 3. road
逝	逝	逝	0	shì	1. (of flowing water or time) to pass by; 2. to pass away; to die
速	速	速	0	sù	1. fast; 2. rapid; 3. quick; 4. velocity
邏	逻	邏	0	luó	1. patrol
徧	遍	徧	0	biàn	1. variant of 遍[bian4]; 2. everywhere; 3. all over; 4. classifier for actions: one time
遺	遗	遺	0	yí	1. (bound form) to leave behind
遛	遛	遛	0	liú	1. used in 逗遛[dou4 liu2]
遛	遛	遛	0	liù	1. to stroll; 2. to walk (an animal)
遮	遮	遮	0	zhē	1. to cover up (a shortcoming); 2. to screen off; 3. to hide; 4. to conceal
遵	遵	遵	0	zūn	1. to observe; 2. to obey; 3. to follow; 4. to comply with
避	避	避	0	bì	1. to avoid; 2. to shun; 3. to flee; 4. to escape; 5. to keep away from; 6. to leave; 7. to hide from
邈	邈	邈	0	miǎo	1. profound; 2. remote
鄰	邻	鄰	0	lín	1. neighbor; 2. adjacent; 3. close to; 4. variant of 鄰|邻[lin2]
鄰	邻	鄰	0	lín	1. neighbor; 2. adjacent; 3. close to
配	配	配	0	pèi	1. to join; 2. to fit; 3. to mate; 4. to mix; 5. to match; 6. to deserve; 7. to make up (a prescription); 8. to allocate
詶	酬	詶	0	chóu	1. old variant of 酬[chou2]; 2. variant of 酬[chou2]; 3. to entertain; 4. to repay; 5. to return; 6. to reward; 7. to compensate; 8. to reply; 9. to answer
醬	酱	醬	0	jiàng	1. thick paste of fermented soybean; 2. marinated in soy paste; 3. paste; 4. jam
酷	酷	酷	0	kù	1. ruthless; 2. strong (e.g. of wine); 3. (loanword) cool; 4. hip
醉	醉	醉	0	zuì	1. intoxicated
釋	释	釋	0	shì	1. to explain; 2. to release; 3. Buddha (abbr. for 釋迦牟尼|释迦牟尼[Shi4 jia1 mou2 ni2]); 4. Buddhism
鉗	钳	鉗	0	qián	1. pincers; 2. pliers; 3. tongs; 4. claw (of animal); 5. to grasp with pincers; 6. to pinch; 7. to clamp; 8. to restrain; 9. to restrict; 10. to gag
鋻	鉴	鋻	0	jiàn	1. variant of 鑑|鉴[jian4]; 2. old variant of 鑒|鉴[jian4]; 3. bronze mirror (used in ancient times); 4. to reflect; 5. to mirror; 6. sth that serves as a warning or a lesson; 7. to examine; 8. to scrutinize
銀	银	銀	0	yín	1. silver; 2. silver-colored; 3. relating to money or currency
銘	铭	銘	0	míng	1. to engrave; 2. inscribed motto
銳	锐	銳	0	ruì	1. acute
銷	销	銷	0	xiāo	1. to melt (metal); 2. to cancel; to annul; 3. to sell; 4. to expend; to spend; 5. pin; bolt; 6. to fasten with a pin or bolt
鋒	锋	鋒	0	fēng	1. point of a spear; 2. edge of a tool; 3. vanguard; 4. forward (in sports team)
錄	录	錄	0	lù	1. diary; 2. record; 3. to hit; 4. to copy
錘	锤	錘	0	chuí	1. hammer; 2. to hammer into shape; 3. weight (e.g. of a steelyard or balance); 4. to strike with a hammer
鍵	键	鍵	0	jiàn	1. key (on a piano or computer keyboard); 2. button (on a mouse or other device); 3. chemical bond; 4. linchpin
鎮	镇	鎮	0	zhèn	1. to press down; 2. to calm; 3. to subdue; 4. to suppress; 5. to guard; 6. garrison; 7. small town; 8. to cool or chill (food or drinks)
鏈	链	鏈	0	liàn	1. chain; 2. cable (unit of length: 100 fathoms, about 185 m); 3. chain (unit of length: 66 feet, about 20 m); 4. to chain; 5. to enchain
鏡	镜	鏡	0	jìng	1. mirror; 2. lens
鑑	鉴	鑑	0	jiàn	1. bronze mirror (used in ancient times); 2. to reflect; 3. to mirror; 4. sth that serves as a warning or a lesson; 5. to examine; 6. to scrutinize
錘	锤	錘	0	chuí	1. hammer; 2. to hammer into shape; 3. weight (e.g. of a steelyard or balance); 4. to strike with a hammer; 5. variant of 錘|锤[chui2]
闆	板	闆	0	bǎn	1. used in 老闆|老板[lao3 ban3]
闊	阔	闊	0	kuò	1. rich; 2. wide; 3. broad
闡	阐	闡	0	chǎn	1. to express; 2. to disclose; 3. to enlighten; 4. to open
濶	阔	濶	0	kuò	1. variant of 闊|阔[kuo4]; 2. rich; 3. wide; 4. broad
堦	阶	堦	0	jiē	1. variant of 階|阶[jie1]; 2. rank or step; 3. stairs
阻	阻	阻	0	zǔ	1. to hinder; 2. to block; 3. to obstruct
陀	陀	陀	0	tuó	1. (phonetic); 2. declivity; 3. steep bank
際	际	際	0	jì	1. border; 2. edge; 3. boundary; 4. interval; 5. between; 6. inter-; 7. to meet; 8. time; 9. occasion; 10. to meet with (circumstances)
陸	陆	陸	0	lù	1. surname Lu
